Sr_No,Date,Startup_Name,Industry_Vertical,City,Investors_Name,InvestmentnType,Amount_in_USD
544,29/04/2018,Rubique,Consumer Internet,Mumbai,Blacksoil  Kalaari Capital,Private Equity,0.0
545,30/04/2018,Samco,Consumer Internet,Mumbai,Bay Capital Investments  Others,Private Equity,7500000.0
546,30/04/2018,MyLoanCare,Finance,Gurgaon,SAR Group,Seed / Angel Funding,978000.0
547,01/03/2018,PharmEasy,Consumer Internet,Mumbai,Bessemer Venture Partners  Orios Venture Partners,Private Equity,0.0
548,01/03/2018,PharmEasy,Consumer Internet,Mumbai,JM Financials  MEMG,Private Equity,0.0
549,01/03/2018,Buddy4studdy,Consumer Internet,Noida,CBA Capital  others,Private Equity,3000000.0
550,01/03/2018,Urban Ladder,E-Commerce,Bangalore,Sequoia Capital,Private Equity,12000000.0
551,01/03/2018,Urban Ladder,E-Commerce,Bangalore,SAIF Partners  Kalaari capital,Private Equity,12000000.0
552,03/03/2018,Kuvera,Consumer Internet,Bangalore,Baskar Subramanian,Seed / Angel Funding,250000.0
553,03/03/2018,Kuvera,Consumer Internet,Bangalore,Saket Kumar,Seed / Angel Funding,250000.0
554,03/03/2018,Kuvera,Consumer Internet,Bangalore,Gaurav Suri  Ankit Kesarwani,Seed / Angel Funding,250000.0
555,04/03/2018,Gramophone,Technology,Indore,InfoEdge,Seed/Angel Funding,1000000.0
556,05/03/2018,Wellthy,Healthcare,Mumbai,Ranjan Pai,Private Equity,2100000.0
557,05/03/2018,Wellthy,Healthcare,Mumbai,Apoorva Patni,Private Equity,2100000.0
558,05/03/2018,Wellthy,Healthcare,Mumbai,Beenext Ventures,Private Equity,2100000.0
559,05/03/2018,Wellthy,Healthcare,Mumbai,GrowX Ventures,Private Equity,2100000.0
560,05/03/2018,MedGenome,Healthcare,Bangalore,HDFC Life,Private Equity,10000000.0
561,05/03/2018,MedGenome,Healthcare,Bangalore,HDFC Asset Management,Private Equity,10000000.0
562,05/03/2018,Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,6000000.0
563,05/03/2018,Hotelogix,Technology,Noida,Vertex Ventures,Private Equity,5000000.0
564,05/03/2018,Hotelogix,Technology,Noida,Accel Partners  Saama Capital,Private Equity,5000000.0
565,04/03/2018,Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed / Angel Funding,1100000.0
566,06/03/2018,Ad2pro,Technology,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9700000.0
567,06/03/2018,Coverfox,Consumer Internet,Mumbai,Aegon NV,Private Equity,7600000.0
568,08/03/2018,Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,38400000.0
569,08/03/2018,Magicpin,Consumer Internet,Gurgaon,Trifecta Capital,Debt Funding,1000000.0
570,12/03/2018,HealthCare,Consumer Internet,Mumbai,HR Fund,Seed / Angel Funding,1000000.0
571,13/03/2018,PineLabs,Technology,Mumbai,Actis,Private Equity,82000000.0
572,13/03/2018,PineLabs,Technology,Mumbai,Altimeter Capital,Private Equity,82000000.0
573,14/03/2018,Stumagz,Consumer Internet,Hyderabad,Venkat Subramanian,Seed / Angel Funding,0.0
574,14/03/2018,Stumagz,Consumer Internet,Hyderabad,Sudhakar Pennam,Seed / Angel Funding,0.0
575,14/03/2018,Stumagz,Consumer Internet,Hyderabad,other tech investors from Silicon Valley,Seed / Angel Funding,0.0
576,14/03/2018,AvailFinance,Consumer Internet,Bangalore,Matrix Partners,Private Equity,17200000.0
577,14/03/2018,AvailFinance,Consumer Internet,Bangalore,Bhavish Aggarwal,Private Equity,17200000.0
578,14/03/2018,AvailFinance,Consumer Internet,Bangalore,Ankit Bhati,Private Equity,17200000.0
579,14/03/2018,AvailFinance,Consumer Internet,Bangalore,Binny Bansal,Private Equity,17200000.0
580,14/03/2018,AvailFinance,Consumer Internet,Bangalore,Kunal Shah  Manish Patel.,Private Equity,17200000.0
581,15/03/2018,Grofers,Consumer Internet,Gurgaon,SoftBank,Private Equity,62000000.0
582,15/03/2018,Grofers,Consumer Internet,Gurgaon,Tiger Global  Apoletto Managers.,Private Equity,62000000.0
583,19/03/2018,Fingerlix,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,1310000.0
584,19/03/2018,Karma Healthcare,Healthcare,Udaipur,1Crowd,Seed / Angel Funding,500000.0
585,19/03/2018,Karma Healthcare,Healthcare,Udaipur,Ankur Capital,Seed / Angel Funding,500000.0
586,19/03/2018,Zappfresh,Food & Beverages,Gurgaon,Amit Burman,Seed / Angel Funding,3000000.0
587,19/03/2018,Zappfresh,Food & Beverages,Gurgaon,SIDBI Venture Capital,Seed / Angel Funding,3000000.0
588,19/03/2018,CustomerSucessBox,Technology,Gurgaon,Pi Ventures,Seed / Angel Funding,1000000.0
589,19/03/2018,CustomerSucessBox,Technology,Gurgaon,Axilor Ventures,Seed / Angel Funding,1000000.0
590,21/03/2018,GigIndia,Consumer Internet,Pune,Jessica Wong,Seed / Angel Funding,0.0
591,21/03/2018,GigIndia,Consumer Internet,Pune,Hiro Mashita,Seed / Angel Funding,0.0
592,21/03/2018,GigIndia,Consumer Internet,Pune,Xue Manzi  Yiyun Zhang.,Seed / Angel Funding,0.0
593,22/03/2018,Chargebee,Technology,Chennai,Insight Venture Partners,Private Equity,18000000.0
594,22/03/2018,Chargebee,Technology,Chennai,Accel Partners  Tiger Global Management.,Private Equity,18000000.0
595,22/03/2018,i2i Funding,Consumer Internet,Noida,SucSEED Venture Partners,Seed / Angel Funding,768000.0
596,22/03/2018,Slang Labs,Technology,Bangalore,Endiya Partners,Seed / Angel Funding,1240000.0
597,22/03/2018,UrbanPiper,Technology,Bangalore,Kumar Vembu,Seed / Angel Funding,0.0
598,22/03/2018,UrbanPiper,Technology,Bangalore,Axilor Ventures,Seed / Angel Funding,0.0
599,26/03/2018,Cash Suvidha,Consumer Internet,Delhi,Initia Holdings,Seed / Angel Funding,1000000.0
600,26/03/2018,Cash Suvidha,Consumer Internet,Delhi,Vipin Agarwal  others.,Seed / Angel Funding,1000000.0
601,28/03/2018,Smartcoin,Finance,Bangalore,Accion Venture Lab,Seed / Angel Funding,2000000.0
602,28/03/2018,Smartcoin,Finance,Bangalore,Unicorn India Ventures  ISME ACE.,Seed / Angel Funding,2000000.0
603,27/03/2018,The Print,Media,Delhi,Ratan Tata,Seed / Angel Funding,535000.0
604,27/03/2018,DriveU,Technology,Bangalore,Amit Singhal  Unitus Seed Fund,Private Equity,3000000.0
605,29/03/2018,Fynd,Consumer Internet,Mumbai,Google,Seed / Angel Funding,0.0
606,29/03/2018,Fynd,Consumer Internet,Mumbai,Kae Capital,Seed / Angel Funding,0.0
607,29/03/2018,Fynd,Consumer Internet,Mumbai,IIFL,Seed / Angel Funding,0.0
608,29/03/2018,Fynd,Consumer Internet,Mumbai,Singularity Ventures,Seed / Angel Funding,0.0
609,29/03/2018,Fynd,Consumer Internet,Mumbai,GrowX,Seed / Angel Funding,0.0
610,29/03/2018,Fynd,Consumer Internet,Mumbai,Tracxn Labs,Seed / Angel Funding,0.0
611,29/03/2018,Fynd,Consumer Internet,Mumbai,Venture Catalyst,Seed / Angel Funding,0.0
612,29/03/2018,Fynd,Consumer Internet,Mumbai,Patni family office  Axis Capital.,Seed / Angel Funding,0.0
613,01/02/2018,BigBasket,Consumer Internet,Bangalore,Alibaba,Private Equity,300000000.0
614,01/02/2018,BigBasket,Consumer Internet,Bangalore,Helion Venture Partners,Private Equity,300000000.0
615,01/02/2018,BigBasket,Consumer Internet,Bangalore,Bessemer Venture Partners,Private Equity,300000000.0
616,01/02/2018,BigBasket,Consumer Internet,Bangalore,Ascent Capital,Private Equity,300000000.0
617,01/02/2018,Zomato,Food and Beverages,Gurgaon,Ant Financials,Private Equity,200000000.0
618,05/02/2018,Pratilipi,Publishing,Bangalore,Omidyar Network,Private Equity,4300000.0
619,05/02/2018,Asia Institute Of Medical Science,Healthcare,Faridabad,CDC Group Plc,Private Equity,21000000.0
620,05/02/2018,CollegeDekho,Consumer Internet,Gurgaon,Man Capital LLP,Private Equity,2000000.0
621,05/02/2018,CollegeDekho,Consumer Internet,Gurgaon,Girnar Software,Private Equity,2000000.0
622,05/02/2018,CollegeDekho,Consumer Internet,Gurgaon,Others,Private Equity,2000000.0
623,06/02/2018,Foodmemories,Consumer Internet,Ahmedabad,Bhavesh Manglani,Seed funding,0.0
624,06/02/2018,Foodmemories,Consumer Internet,Ahmedabad,Suraj Saharan,Seed funding,0.0
625,06/02/2018,Foodmemories,Consumer Internet,Ahmedabad,Darshan Upadhyay,Seed funding,0.0
626,06/02/2018,Foodmemories,Consumer Internet,Ahmedabad,Sanjay Notani & Others,Seed funding,0.0
627,06/02/2018,Healthi,Healthcare,Bangalore,Montane Ventures,Private Equity,3100000.0
628,07/02/2018,Swiggy,Food and Beverages,Bangalore,Naspers,Private Equity,100000000.0
629,08/02/2018,Shape,Healthcare,Pune,Sandeep Mathur,Seed / Angle Funding,100000000.0
630,08/02/2018,Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,50000000.0
631,09/02/2018,healthifyme,Healthcare,Bangalore,Sistema Asia Fund,Private Equity,12000000.0
632,09/02/2018,MedTel,Healthcare,Bhubaneswar,British  Indian Governments,Private Equity,0.0
633,09/02/2018,Rupeek,Consumer Internet,Bangalore,Accel Partners,Private Equity,6830000.0
634,09/02/2018,Rupeek,Consumer Internet,Bangalore,Sequoia Capital,Private Equity,6830000.0
635,09/02/2018,WebEngage,Technology,Mumbai,Social Capital,Private Equity,0.0
636,12/02/2018,Lendingkart,Finance,Bangalore,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87000000.0
637,12/02/2018,Wydr,Consumer Internet,Gurgaon,Bessemer Venture Partners,Private Equity,0.0
638,12/02/2018,Wydr,Consumer Internet,Gurgaon,Stellaris Venture Partners,Private Equity,0.0
639,12/02/2018,Wydr,Consumer Internet,Gurgaon,Axis Capital,Private Equity,0.0
640,12/02/2018,Wydr,Consumer Internet,Gurgaon,Singapore,Private Equity,0.0
641,12/02/2018,Wydr,Consumer Internet,Gurgaon,Jungle Venture Partners,Private Equity,0.0
642,12/02/2018,Cashify,E-Commerce,Gurgaon,Trifecta Capital,Debt Funding,935089.0
643,13/02/2018,holachef,Food and Beverages,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,311200.0
644,13/02/2018,Awaaz De,Technology,Ahmedabad,Tribe Impact Capital LLP,Seed / Angle Funding,0.0
645,13/02/2018,IMAX Program,Ed-Tech,Bangalore,Michael & Susan Dell Foundation,Private Equity,13500000.0
646,13/02/2018,IMAX Program,Ed-Tech,Bangalore,LGT Impact Ventures,Private Equity,13500000.0
647,14/02/2018,Littlemore,Ed-Tech,Chennai,Kalpavriksh,Private Equity,3000000.0
648,14/02/2018,Toppr,Ed-Tech,Mumbai,Axis Capital Partners,Private Equity,100000.0
649,14/02/2018,Shirsa Labs,Ed-Tech,Mumbai,Dewang Neralla,Private Equity,500000.0
650,14/02/2018,Shirsa Labs,Ed-Tech,Mumbai,Mahesh Kothurkar,Private Equity,500000.0
651,14/02/2018,Shirsa Labs,Ed-Tech,Mumbai,Atul Agarwal,Private Equity,500000.0
652,14/02/2018,MoneyOnMobile,Technology,Mumbai,S7 Group,Private Equity,5000000.0
653,15/02/2018,PetSutra,Consumer Internet,Gurgaon,Michael Patrick Hickey,Seed / Angel Funding,148434.0
654,15/02/2018,Infibeam,E-Commerce,Ahmedabad,Network 18,Private Equity,6230000.0
655,16/02/2018,happay,Finance,Bangalore,Sequoia  Jerry Yang,Seed / Angel Funding,250000.0
656,16/02/2018,Fincash,Finance,Mumbai,Mohammed Khan,Seed / Angel Funding,150000.0
657,16/02/2018,Fincash,Finance,Mumbai,Sameer Narayan & Others,Seed / Angel Funding,150000.0
658,19/02/2018,AyeFinance,Finance,Gurgaon,Hinduja Leyland Finance,Private Equity,3800000.0
659,19/02/2018,AyeFinance,Finance,Gurgaon,IntelleGrow,Private Equity,3800000.0
660,20/02/2018,Agricxlab,Agriculture,Mumbai,Ankur Capital,Seed / Angel Funding,500000.0
661,21/02/2018,Udaan,E-Commerce,Bangalore,Lightspeed & Yuri Milner,Private Equity,50000000.0
662,21/02/2018,Capillary,IT,Bangalore,Wargburg Pincus,Private Equity,20000000.0
663,21/02/2018,Capillary,IT,Bangalore,Sequoia,Private Equity,20000000.0
664,21/02/2018,The Healthy Billions,Healthcare,Gurgaon,Blume Ventures,Private Equity,2100000.0
665,21/02/2018,The Healthy Billions,Healthcare,Gurgaon,HealthQuad  Fireside Ventures,Private Equity,2100000.0
666,21/02/2018,HighRadius,Technology,Hyderabad,PNC,Private Equity,0.0
667,21/02/2018,HighRadius,Technology,Hyderabad,Citi Ventures,Private Equity,0.0
668,26/02/2018,Avishkaar Box,Ed-Tech,Delhi,Auxano Deals,Private Equity,772500.0
669,26/02/2018,Planys Technologies,Technology,Chennai,Kris Gopalakrishnan,Private Equity,1040000.0
670,26/02/2018,Planys Technologies,Technology,Chennai,Pratithi Investment Trust,Private Equity,1040000.0
671,26/02/2018,Planys Technologies,Technology,Chennai,MEMG Family Office,Private Equity,1040000.0
672,26/02/2018,Planys Technologies,Technology,Chennai,S Gopal,Private Equity,1040000.0
673,27/02/2018,Lollypop,Technology,Bangalore,Dr Devi Shetty,Seed / Angel Funding,0.0
674,27/02/2018,Trilyo,Technology,Mumbai,Startup Buddy,Seed / Angel Funding,250000.0
675,27/02/2018,Trilyo,Technology,Mumbai,Amit Manocha  others,Seed / Angel Funding,250000.0
676,28/02/2018,Gaana,Technology,Gurgaon,Tencent Holdings Ltd,Private Equity,115000000.0
677,28/02/2018,Gaana,Technology,Gurgaon,Times Internet,Private Equity,115000000.0
678,28/02/2018,Credy,IT,Bangalore,Y Combinator,Seed / Angel Funding,1400000.0
679,28/02/2018,Credy,IT,Bangalore,Khosla Ventures,Seed / Angel Funding,1400000.0
680,28/02/2018,Credy,IT,Bangalore,Vy Capital  others,Seed / Angel Funding,1400000.0
681,28/02/2018,Predible Health,Healthcare,Bangalore,Unitus Seed Fund,Seed/Angel Funding,0.0
682,02/01/2018,CleverTap,Technology,Mumbai,Recruit Holdings,Angel / Seed Funding,0.0
683,02/01/2018,CleverTap,Technology,Mumbai,Sequoia Capital India,Angel / Seed Funding,0.0
684,02/01/2018,CleverTap,Technology,Mumbai,Accel Partners,Angel / Seed Funding,0.0
685,04/01/2018,EarlySalary,Finance,Pune,Eight Roads Ventures India,Private,15700000.0
686,05/01/2018,WOTU,E-commerce,Bangalore,Claris Capital,Angel / Seed Funding,0.0
687,05/01/2018,WOTU,E-commerce,Bangalore,Mumbai Angels Network,Angel / Seed Funding,0.0
688,08/01/2018,DAAKI,E-commerce,Bangalore,Rohan Agila,Angel / Seed Funding,0.0
689,09/01/2018,Lendingkart,Finance,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000.0
690,10/01/2018,Tapzo,Technology,Bangalore,RuNet & Other,Private Equity,1930000.0
691,10/01/2018,Appario Retail Pvt Ltd.,E-commerce,Delhi,Amazon-Patni JV,Private Equity,18840000.0
692,10/01/2018,Samunnati,Finance,Chennai,responsAbility,Private Equity,23500000.0
693,10/01/2018,Samunnati,Finance,Chennai,Elevar Equity  Accel Partners,Private Equity,23500000.0
694,10/01/2018,Sahajanand Medical Technologies,Technology,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000.0
695,12/01/2018,Kuants,Technology,Gurgaon,Pankaj Chopra,Angel / Seed Funding,80000.0
696,12/01/2018,Kuants,Technology,Gurgaon,Ankush Gupta,Angel / Seed Funding,80000.0
697,12/01/2018,Razorpay,Technology,Bangalore,Tiger Global,Private Equity,20000000.0
698,12/01/2018,Razorpay,Technology,Bangalore,Y Combinator,Private Equity,20000000.0
699,15/01/2018,Streak,Technology,Bangalore,Indian fintech fund,Angel / Seed Funding,354600.0
700,15/01/2018,Streak,Technology,Bangalore,Rainmatter,Angel / Seed Funding,354600.0
701,15/01/2018,pi Ventures,Finance,Bangalore,Sunil Kant Munjal,Private Equity,25000000.0
702,15/01/2018,pi Ventures,Finance,Bangalore,Hero Electronixs corporate financing arm,Private Equity,25000000.0
703,15/01/2018,pi Ventures,Finance,Bangalore,Electronic Development Fund,Private Equity,25000000.0
704,15/01/2018,Newgen Software,Technology,New Delhi,Goldman Sachs,Private Equity,20000000.0
705,15/01/2018,Newgen Software,Technology,New Delhi,hedge fund & Others,Private Equity,20000000.0
706,17/01/2018,Rubix,Technology,Pune,Polaris Fund,Private Equity,1000000.0
707,18/01/2018,ShareChat,Technology,Bangalore,Xiaomi Singapore,Private Equity,18200000.0
708,18/01/2018,ShareChat,Technology,Bangalore,Shunwei Capital,Private Equity,18200000.0
709,22/01/2018,Paperflite,Technology,Chennai,The Chennai Angels,Angel / Seed Funding,400000.0
710,22/01/2018,HungerBox,Consumer Internet,Bangalore,Lionrock Capital,Private Equity,2500000.0
711,22/01/2018,Skillate,Technology,Bangalore,Incubate Fund India,Private Equity,0.0
712,22/01/2018,Skillate,Technology,Bangalore,Anuj Agrawal,Private Equity,0.0
713,22/01/2018,OptaCredit,Finance,Chennai,DMI Finance,Private Equity,4000000.0
714,22/01/2018,AEON Learning,Technology,Bangalore,Dr. Ranjan Pai,Private Equity,3200000.0
715,23/01/2018,Milkbasket,E-commerce,Gurgaon,Unilever Ventures,Private Equity,3000000.0
716,24/01/2018,NeoGrowth Credit,Finance,Mumbai,LeapFrog Investments,Private Equity,47000000.0
717,24/01/2018,NeoGrowth Credit,Finance,Mumbai,Aspada Investment,Private Equity,47000000.0
718,24/01/2018,NeoGrowth Credit,Finance,Mumbai,Quona Capital,Private Equity,47000000.0
719,24/01/2018,Rao IIT Academy,Education,Mumbai,Avendus Finance,Structured Debt,8600000.0
720,24/01/2018,Aye Finance,Finance,Gurgaon,IFMR Capital,Term Loan,6240000.0
721,25/01/2018,Glassic,Ecommerce,Bangalore,Chennai Angels,Angel / Seed Funding,0.0
722,25/01/2018,Glassic,Ecommerce,Bangalore,Lead Angels,Angel / Seed Funding,0.0
723,25/01/2018,Glassic,Ecommerce,Bangalore,LetsVenture,Angel / Seed Funding,0.0
724,25/01/2018,GreyAtom,Technology,Mumbai,Pravega Ventures,Private Equity,1000000.0
725,26/01/2018,Axio,Healthcare,Bangalore,RNT Capital,Private Equity,7400000.0
726,29/01/2018,eKincare,Healthcare,Hyderabad,Ventureast,Private Equity,1500000.0
727,29/01/2018,eKincare,Healthcare,Hyderabad,Endiya Partners,Private Equity,1500000.0
728,29/01/2018,eKincare,Healthcare,Hyderabad,Eight Roads Ventures,Private Equity,1500000.0
729,29/01/2018,eKincare,Healthcare,Hyderabad,Touchstone Equities,Private Equity,1500000.0
730,29/01/2018,eKincare,Healthcare,Hyderabad,BVR Mohan Reddy,Private Equity,1500000.0
731,29/01/2018,The Wedding Brigade,Consumer internet,Mumbai,Blume Ventures,Private Equity,1000000.0
732,30/01/2018,PeeSafe,Healthcare,Gurgaon,Shivani Singh,Private Equity,1000000.0
733,30/01/2018,PeeSafe,Healthcare,Gurgaon,Rahul Maroli,Private Equity,1000000.0
734,30/01/2018,PeeSafe,Healthcare,Gurgaon,Mitesh Shah,Private Equity,1000000.0
735,30/01/2018,PeeSafe,Healthcare,Gurgaon,Venture Catalysts,Private Equity,1000000.0
736,30/01/2018,PeeSafe,Healthcare,Gurgaon,Alfa Capital,Private Equity,1000000.0
737,30/01/2018,PeeSafe,Healthcare,Gurgaon,Green Shots Capital,Private Equity,1000000.0
738,30/01/2018,PeeSafe,Healthcare,Gurgaon,Real Time Ventures.,Private Equity,1000000.0
739,30/01/2018,BrowserStack,Technology,Mumbai,Accel Partners,Private Equity,50000000.0
740,30/01/2018,Scapic,Technology,Bangalore,Axilor Ventures,Angel / Seed Funding,500000.0
741,30/01/2018,Scapic,Technology,Bangalore,Newfort Capital,Angel / Seed Funding,500000.0
742,30/01/2018,MoneyOnMobile,Technology,Mumbai,Undisclosed Investors,Private Equity,7600000.0
743,30/01/2018,CureFit,Healthcare,Bangalore,HDFC Bank,Debt Funding,10000000.0
744,30/01/2018,CureFit,Healthcare,Bangalore,Axis Bank,Debt Funding,10000000.0
745,31/01/2018,iNurture,Technology,Bangalore,Ventureast,Private Equity,4400000.0
746,01/12/2017,Strata Enviro,Technology,Mumbai,Scale Minds,Private Equity,0.0
747,05/12/2017,Dunzo,Technology,Bangalore,Google,Private Equity,12300000.0
748,05/12/2017,Tata Housing,Real Estate,Mumbai,Hines,Private Equity,23000000.0
749,05/12/2017,HandyTrain,Technology,Goa,NB Ventures,Private Equity,1000000.0
750,05/12/2017,Mobycy,Technology,Gurgaon,Undisclosed Investors,Seed/Angel Funding,500000.0
751,06/12/2017,Greenlight Planet,Technology,Mumbai,Apis Partner,Private Equity,60000000.0
752,06/12/2017,Greenlight Planet,Technology,Mumbai,Eight Roads Ventures,Private Equity,60000000.0
753,06/12/2017,Greenlight Planet,Technology,Mumbai,Bamboo Capital Partners,Private Equity,60000000.0
754,06/12/2017,Fintobox,Technology,Chennai,Lightbox,Private Equity,7000000.0
755,07/12/2017,Mswipe,Technology,Mumbai,Eduardo Saverin,Private Equity,10000000.0
756,07/12/2017,The Label Life,E-Commerce,Mumbai,Kalpvriksh,Private Equity,3100000.0
757,07/12/2017,Cygnus Hospitals,Healthcare,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,750000.0
758,07/12/2017,eShakti,Ecommerce,Chennai,IDG Ventures,Debt Funding,2300000.0
759,08/12/2017,Inshorts,Technology,Noida,Tiger Global,Private Equity,5000000.0
760,11/12/2017,Vahdam Tea,E-Commerce,Delhi,Singapore Angel Network,Private Equity,1500000.0
761,11/12/2017,Vahdam Tea,E-Commerce,Delhi,Mumbai Angel,Private Equity,1500000.0
762,11/12/2017,Logic Roots,Technology,Mumbai,Village Capital,Seed/Angel Funding,50000.0
763,11/12/2017,Project Mudra,Technology,Bangalore,Village Capital,Seed/Angel Funding,50000.0
764,11/12/2017,Furlenco,Technology,Bangalore,Aamir Khan,Debt Funding,1200000.0
765,12/12/2017,I Can Stay,Technology,Delhi,HT Media,Private Equity,1800000.0
766,12/12/2017,Fracktal Works,Technology,Bangalore,Hyderabad Angels,Seed/Angel Funding,0.0
767,12/12/2017,Simility,Technology,Hyderabad,Accel Partners,Private Equity,17500000.0
768,12/12/2017,Shopholix,E-Commerce,Gurgaon,Munesh Khanna,Seed/Angel Funding,233000.0
769,13/12/2017,MindTickle,Technology,Pune,Canaan Partners,Private Equity,27000000.0
770,13/12/2017,Nazara Technologies,Technology,Mumbai,Rakesh Jhunjhunwala,Private Equity,27000000.0
771,13/12/2017,DocsApp,Technology,Bangalore,Bessemer Venture Partners,Private Equity,7200000.0
772,13/12/2017,Capita World,Technology,Mumbai,Mohan Tanksale,Private Equity,0.0
773,13/12/2017,Capita World,Technology,Mumbai,Kiran Shetty,Private Equity,0.0
774,13/12/2017,Capita World,Technology,Mumbai,Darshak Shah,Private Equity,0.0
775,13/12/2017,Capita World,Technology,Mumbai,Mandar Mhatre,Private Equity,0.0
776,14/12/2017,Tea Box,E-Commerce,Bangalore,RB Investments,Private Equity,7000000.0
777,14/12/2017,Transversal Technologies,Technology,Bangalore,Matrix Partners,Private Equity,6000000.0
778,14/12/2017,Curofy,Technology,Gurgaon,RoundGlass Partners LLC,Seed/Angel Funding,250000.0
779,14/12/2017,HomeLane,E-Commerce,Bangalore,Accel Partners,Private Equity,10000000.0
780,14/12/2017,HomeLane,E-Commerce,Bangalore,Sequoia Capital,Private Equity,10000000.0
781,14/12/2017,HomeLane,E-Commerce,Bangalore,RB Investments,Private Equity,10000000.0
782,14/12/2017,WeDoSky,Technology,Delhi,Mumbai Angels Network,Private Equity,0.0
783,15/12/2017,Purplle,E-Commerce,Mumbai,Mountain Pain Capital,Seed/Angel Funding,537000.0
784,15/12/2017,Purplle,E-Commerce,Mumbai,Suncoast Investments,Seed/Angel Funding,537000.0
785,18/12/2017,Sky Met Weather,Technology,Noida,InsuResillience Investment Fund,Private Equity,0.0
786,19/12/2017,Springboard,Technology,Bangalore,Costanoa,Private Equity,9500000.0
787,19/12/2017,Springboard,Technology,Bangalore,Learn Capital,Private Equity,9500000.0
788,19/12/2017,Springboard,Technology,Bangalore,Jyoti Bansal,Private Equity,9500000.0
789,19/12/2017,Peel Works,Technology,Mumbai,Unilever Ventures,Private Equity,0.0
790,19/12/2017,9Stacks,Technology,Delhi,Swati Gupta,Private Equity,1500000.0
791,19/12/2017,9Stacks,Technology,Delhi,Purnima Khandelwal,Private Equity,1500000.0
792,19/12/2017,9Stacks,Technology,Delhi,Maheshwar Peri,Private Equity,1500000.0
793,19/12/2017,9Stacks,Technology,Delhi,Sanjay Singh,Private Equity,1500000.0
794,20/12/2017,Your Quote,Technology,Bangalore,Axilor Ventures,Private Equity,1000000.0
795,20/12/2017,Your Quote,Technology,Bangalore,E-City VEntures Atul Goel,Private Equity,1000000.0
796,20/12/2017,Spandana Sphoorty,Finance,Hyderabad,"""Kedaraa Capital",Private Equity,19500000.0
797,20/12/2017,Spandana Sphoorty,Finance,Hyderabad,"Ontario Teachers\\'""",Private Equity,19500000.0
798,21/12/2017,Indus OS,Technology,Mumbai,Omidyar Network,Private Equity,4000000.0
799,21/12/2017,EasyEcom,E-Commerce,Bangalore,Ambarish Gupta,Seed/Angel Funding,150000.0
800,21/12/2017,EasyEcom,E-Commerce,Bangalore,Aneesh Reddy,Seed/Angel Funding,150000.0
801,21/12/2017,EasyEcom,E-Commerce,Bangalore,Bold Ventures,Seed/Angel Funding,150000.0
802,21/12/2017,EasyEcom,E-Commerce,Bangalore,Vona Investments,Seed/Angel Funding,150000.0
803,21/12/2017,IGP.com,E-Commerce,Uttar Pradesh,Venture Catalysts,Private Equity,0.0
804,26/12/2017,Specsmakers,E-Commerce,Chennai,Eight Roads Ventures India,Private Equity,10000000.0
805,27/12/2017,Garage On Road,E-Commerce,Noida,Gaurav Gupta,Private Equity,0.0
806,27/12/2017,Foyr.com,Technology,Hyderabad,Jones Lang LaSalle,Private Equity,3800000.0
807,02/11/2017,Prest Loans,Finance,New Delhi,Manish Poddar,Seed Funding,570000.0
808,02/11/2017,Prest Loans,Finance,New Delhi,Arun Garg,Seed Funding,570000.0
809,02/11/2017,Prest Loans,Finance,New Delhi,Parmeshwar Sharma,Seed Funding,570000.0
810,02/11/2017,AadharAPI.com,Technology,Pune,CIO Angel Network,Seed Funding,0.0
811,02/11/2017,FreshBoxx,ECommerce,Bangalore,Jayant Humbarwadi,Seed Funding,0.0
812,03/11/2017,Vagupu,Technology,Bangalore,Undisclosed Investors,Seed Funding,1000000.0
813,03/11/2017,HalaPlay,Consumer Internet,Mumbai,Kae Capital Management,Seed Funding,0.0
814,03/11/2017,HalaPlay,Consumer Internet,Mumbai,Nazara Technologies,Seed Funding,0.0
815,03/11/2017,Kalpnik Technologies,Technology,Bangalore,Venture Catalysts,Seed Funding,500000.0
816,04/11/2017,Hevo Data,Technology,Bangalore,IDG Ventures India,Private Equity,1000000.0
817,06/11/2017,Smart Karma,Technology,Bangalore,IDG Ventures India,Private Equity,0.0
818,06/11/2017,Leverage Edu,ECommerce,New Delhi,Alok Mittal,Seed Funding,0.0
819,06/11/2017,Leverage Edu,ECommerce,New Delhi,Deepak Jain,Seed Funding,0.0
820,06/11/2017,Leverage Edu,ECommerce,New Delhi,Ritesh Malik,Seed Funding,0.0
821,06/11/2017,Leverage Edu,ECommerce,New Delhi,Jim Schimdktke,Seed Funding,0.0
822,07/11/2017,Crayon Data,Technology,New Delhi,Infosys co-founder Kris Gopalakrishnan,Seed Funding,0.0
823,07/11/2017,DocTalk,Technology,Mumbai,Matrix Partners India,Private Equity,5000000.0
